"createDt","deathCnt","defCnt","gubun","gubunCn","gubunEn","incDec","isolClearCnt","isolIngCnt","localOccCnt","overFlowCnt","qurRate","seq","stdDay","updateDt"
2020-08-02,"0","159","경남","<U+5E86>南","Gyeongsangnam-do","0","153","6","0","0","4.73","3463","2020년 08월 02일 00시","null"
2020-08-02,"54","1403","경북","<U+5E86>北","Gyeongsangbuk-do","1","1339","10","1","0","52.69","3462","2020년 08월 02일 00시","null"
2020-08-02,"0","38","전남","全南","Jeollanam-do","0","24","14","0","0","2.04","3461","2020년 08월 02일 00시","null"
2020-08-02,"0","39","전북","全北","Jeollabuk-do","0","34","5","0","0","2.15","3460","2020년 08월 02일 00시","null"
2020-08-02,"1","190","충남","忠南","Chungcheongnam-do","0","185","4","0","0","8.95","3459","2020년 08월 02일 00시","null"
2020-08-02,"0","73","충북","忠北","Chungcheongbuk-do","0","70","3","0","0","4.56","3458","2020년 08월 02일 00시","null"
2020-08-02,"3","74","강원","江原","Gangwon-do","0","67","4","0","0","4.8","3457","2020년 08월 02일 00시","null"
2020-08-02,"31","1556","경기","京畿","Gyeonggi-do","3","1341","184","1","2","11.74","3456","2020년 08월 02일 00시","null"
2020-08-02,"0","50","세종","世宗","Sejong","0","50","0","0","0","14.61","3455","2020년 08월 02일 00시","null"
2020-08-02,"1","59","울산","蔚山","Ulsan","0","54","4","0","0","5.14","3454","2020년 08월 02일 00시","null"
2020-08-02,"2","166","대전","大田","Daejeon","0","159","5","0","0","11.26","3453","2020년 08월 02일 00시","null"
2020-08-02,"2","205","광주","光州","Gwangju","1","143","60","0","1","14.07","3452","2020년 08월 02일 00시","null"
2020-08-02,"2","384","인천","仁川","Incheon","0","366","16","0","0","12.99","3451","2020년 08월 02일 00시","null"
2020-08-02,"191","6942","대구","大邱","Daegu","2","6745","6","0","2","284.92","3450","2020년 08월 02일 00시","null"
2020-08-02,"3","173","부산","釜山","Busan","1","154","16","1","0","5.07","3449","2020년 08월 02일 00시","null"
2020-08-02,"11","1607","서울","首<U+5C14>","Seoul","5","1442","154","5","0","16.51","3448","2020년 08월 02일 00시","null"
2020-08-02,"301","14366","합계","合<U+8BA1>","Total","30","13259","806","8","22","27.71","3447","2020년 08월 02일 00시","null"
2020-08-01,"0","1205","검역","隔離區","Lazaretto","19","906","299","0","19","-","3446","2020년 08월 01일 00시","null"
2020-08-01,"0","26","제주","<U+6D4E>州","Jeju","0","21","5","0","0","3.88","3445","2020년 08월 01일 00시","null"
2020-08-01,"0","159","경남","<U+5E86>南","Gyeongsangnam-do","0","149","10","0","0","4.73","3444","2020년 08월 01일 00시","null"
2020-08-01,"54","1402","경북","<U+5E86>北","Gyeongsangbuk-do","1","1339","9","1","0","52.66","3443","2020년 08월 01일 00시","null"
2020-08-01,"0","38","전남","全南","Jeollanam-do","0","24","14","0","0","2.04","3442","2020년 08월 01일 00시","null"
2020-08-01,"0","39","전북","全北","Jeollabuk-do","0","33","6","0","0","2.15","3441","2020년 08월 01일 00시","null"
2020-08-01,"1","190","충남","忠南","Chungcheongnam-do","0","185","4","0","0","8.95","3440","2020년 08월 01일 00시","null"
2020-08-01,"0","73","충북","忠北","Chungcheongbuk-do","0","70","3","0","0","4.56","3439","2020년 08월 01일 00시","null"
2020-08-01,"3","74","강원","江原","Gangwon-do","0","67","4","0","0","4.80","3438","2020년 08월 01일 00시","null"
2020-08-01,"31","1553","경기","京畿","Gyeonggi-do","7","1336","186","5","2","11.72","3437","2020년 08월 01일 00시","null"
2020-08-01,"0","50","세종","世宗","Sejong","0","50","0","0","0","14.61","3436","2020년 08월 01일 00시","null"
2020-08-01,"1","59","울산","蔚山","Ulsan","0","53","5","0","0","5.14","3435","2020년 08월 01일 00시","null"
2020-08-01,"2","166","대전","大田","Daejeon","0","159","5","0","0","11.26","3434","2020년 08월 01일 00시","null"
2020-08-01,"2","204","광주","光州","Gwangju","0","142","60","0","0","14.00","3433","2020년 08월 01일 00시","null"
2020-08-01,"2","384","인천","仁川","Incheon","1","366","16","0","1","12.99","3432","2020년 08월 01일 00시","null"
2020-08-01,"191","6940","대구","大邱","Daegu","0","6745","4","0","0","284.84","3431","2020년 08월 01일 00시","null"
2020-08-01,"3","172","부산","釜山","Busan","1","154","15","0","1","5.04","3430","2020년 08월 01일 00시","null"
2020-08-01,"11","1602","서울","首<U+5C14>","Seoul","2","1434","157","2","0","16.46","3429","2020년 08월 01일 00시","null"
2020-08-01,"301","14336","합계","合<U+8BA1>","Total","31","13233","802","8","23","27.65","3428","2020년 08월 01일 00시","null"
2020-07-31,"0","1186","검역","隔離區","Lazaretto","12","886","300","0","12","-","3427","2020년 07월 31일 00시","null"
2020-07-31,"0","26","제주","<U+6D4E>州","Jeju","0","21","5","0","0","3.88","3426","2020년 07월 31일 00시","null"
2020-07-31,"0","159","경남","<U+5E86>南","Gyeongsangnam-do","0","149","10","0","0","4.73","3425","2020년 07월 31일 00시","null"
2020-07-31,"54","1401","경북","<U+5E86>北","Gyeongsangbuk-do","2","1339","8","0","2","52.62","3424","2020년 07월 31일 00시","null"
2020-07-31,"0","38","전남","全南","Jeollanam-do","0","24","14","0","0","2.04","3423","2020년 07월 31일 00시","null"
2020-07-31,"0","39","전북","全北","Jeollabuk-do","0","33","6","0","0","2.15","3422","2020년 07월 31일 00시","null"
2020-07-31,"1","190","충남","忠南","Chungcheongnam-do","1","185","4","0","1","8.95","3421","2020년 07월 31일 00시","null"
2020-07-31,"0","73","충북","忠北","Chungcheongbuk-do","0","70","3","0","0","4.56","3420","2020년 07월 31일 00시","null"
2020-07-31,"3","74","강원","江原","Gangwon-do","2","67","4","2","0","4.80","3419","2020년 07월 31일 00시","null"
2020-07-31,"31","1546","경기","京畿","Gyeonggi-do","10","1327","188","4","6","11.67","3418","2020년 07월 31일 00시","null"
2020-07-31,"0","50","세종","世宗","Sejong","0","50","0","0","0","14.61","3417","2020년 07월 31일 00시","null"
2020-07-31,"1","59","울산","蔚山","Ulsan","0","53","5","0","0","5.14","3416","2020년 07월 31일 00시","null"
2020-07-31,"2","166","대전","大田","Daejeon","0","157","7","0","0","11.26","3415","2020년 07월 31일 00시","null"
2020-07-31,"2","204","광주","光州","Gwangju","0","135","67","0","0","14.00","3414","2020년 07월 31일 00시","null"
2020-07-31,"2","383","인천","仁川","Incheon","0","366","15","0","0","12.96","3413","2020년 07월 31일 00시","null"
2020-07-31,"191","6940","대구","大邱","Daegu","1","6743","6","0","1","284.84","3412","2020년 07월 31일 00시","null"
2020-07-31,"3","171","부산","釜山","Busan","0","154","14","0","0","5.01","3411","2020년 07월 31일 00시","null"
2020-07-31,"11","1600","서울","首<U+5C14>","Seoul","8","1424","165","8","0","16.44","3410","2020년 07월 31일 00시","null"
2020-07-31,"301","14305","합계","合<U+8BA1>","Total","36","13183","821","14","22","27.59","3409","2020년 07월 31일 00시","null"
2020-07-30,"0","1174","검역","隔離區","Lazaretto","8","863","311","0","8","-","3389","2020년 07월 30일 00시","null"
2020-07-30,"0","26","제주","<U+6D4E>州","Jeju","0","21","5","0","0","3.88","3388","2020년 07월 30일 00시","null"
2020-07-30,"0","159","경남","<U+5E86>南","Gyeongsangnam-do","1","148","11","0","1","4.73","3387","2020년 07월 30일 00시","null"
2020-07-30,"54","1399","경북","<U+5E86>北","Gyeongsangbuk-do","1","1339","6","0","1","52.54","3386","2020년 07월 30일 00시","null"
2020-07-30,"0","38","전남","全南","Jeollanam-do","0","24","14","0","0","2.04","3385","2020년 07월 30일 00시","null"
2020-07-30,"0","39","전북","全北","Jeollabuk-do","0","32","7","0","0","2.15","3384","2020년 07월 30일 00시","null"
2020-07-30,"1","189","충남","忠南","Chungcheongnam-do","0","184","4","0","0","8.90","3383","2020년 07월 30일 00시","null"
2020-07-30,"0","73","충북","忠北","Chungcheongbuk-do","0","70","3","0","0","4.56","3382","2020년 07월 30일 00시","null"
2020-07-30,"3","72","강원","江原","Gangwon-do","0","65","4","0","0","4.67","3381","2020년 07월 30일 00시","null"
2020-07-30,"30","1536","경기","京畿","Gyeonggi-do","5","1321","185","4","1","11.59","3380","2020년 07월 30일 00시","null"
2020-07-30,"0","50","세종","世宗","Sejong","0","50","0","0","0","14.61","3379","2020년 07월 30일 00시","null"
2020-07-30,"1","59","울산","蔚山","Ulsan","0","53","5","0","0","5.14","3378","2020년 07월 30일 00시","null"
2020-07-30,"2","166","대전","大田","Daejeon","0","157","7","0","0","11.26","3377","2020년 07월 30일 00시","null"
2020-07-30,"2","204","광주","光州","Gwangju","0","133","69","0","0","14.00","3376","2020년 07월 30일 00시","null"
2020-07-30,"2","383","인천","仁川","Incheon","0","361","20","0","0","12.96","3375","2020년 07월 30일 00시","null"
2020-07-30,"191","6939","대구","大邱","Daegu","0","6741","7","0","0","284.80","3374","2020년 07월 30일 00시","null"
2020-07-30,"3","171","부산","釜山","Busan","0","153","15","0","0","5.01","3373","2020년 07월 30일 00시","null"
2020-07-30,"11","1592","서울","首<U+5C14>","Seoul","3","1417","164","3","0","16.36","3372","2020년 07월 30일 00시","null"
2020-07-30,"300","14269","합계","合<U+8BA1>","Total","18","13132","837","7","11","27.52","3371","2020년 07월 30일 00시","null"
2020-07-29,"0","1166","검역","隔離區","Lazaretto","21","830","336","0","21","-","3370","2020년 07월 29일 00시","null"
2020-07-29,"0","26","제주","<U+6D4E>州","Jeju","0","21","5","0","0","3.88","3369","2020년 07월 29일 00시","null"
2020-07-29,"0","158","경남","<U+5E86>南","Gyeongsangnam-do","0","148","10","0","0","4.70","3368","2020년 07월 29일 00시","null"
2020-07-29,"54","1398","경북","<U+5E86>北","Gyeongsangbuk-do","1","1339","5","0","1","52.51","3367","2020년 07월 29일 00시","null"
2020-07-29,"0","38","전남","全南","Jeollanam-do","0","24","14","0","0","2.04","3366","2020년 07월 29일 00시","null"
2020-07-29,"0","39","전북","全北","Jeollabuk-do","0","31","8","0","0","2.15","3365","2020년 07월 29일 00시","null"
2020-07-29,"1","189","충남","忠南","Chungcheongnam-do","0","183","5","0","0","8.90","3364","2020년 07월 29일 00시","null"
2020-07-29,"0","73","충북","忠北","Chungcheongbuk-do","0","69","4","0","0","4.56","3363","2020년 07월 29일 00시","null"
2020-07-29,"3","72","강원","江原","Gangwon-do","0","65","4","0","0","4.67","3362","2020년 07월 29일 00시","null"
2020-07-29,"30","1531","경기","京畿","Gyeonggi-do","11","1312","189","5","6","11.55","3361","2020년 07월 29일 00시","null"
2020-07-29,"0","50","세종","世宗","Sejong","0","50","0","0","0","14.61","3360","2020년 07월 29일 00시","null"
2020-07-29,"1","59","울산","蔚山","Ulsan","1","53","5","0","1","5.14","3359","2020년 07월 29일 00시","null"
2020-07-29,"2","166","대전","大田","Daejeon","0","153","11","0","0","11.26","3358","2020년 07월 29일 00시","null"
2020-07-29,"2","204","광주","光州","Gwangju","1","132","70","0","1","14.00","3357","2020년 07월 29일 00시","null"
2020-07-29,"2","383","인천","仁川","Incheon","3","359","22","1","2","12.96","3356","2020년 07월 29일 00시","null"
2020-07-29,"191","6939","대구","大邱","Daegu","0","6739","9","0","0","284.80","3355","2020년 07월 29일 00시","null"
2020-07-29,"3","171","부산","釜山","Busan","1","151","17","1","0","5.01","3354","2020년 07월 29일 00시","null"
2020-07-29,"11","1589","서울","首<U+5C14>","Seoul","9","1410","168","7","2","16.33","3353","2020년 07월 29일 00시","null"
2020-07-29,"300","14251","합계","合<U+8BA1>","Total","48","13069","882","14","34","27.49","3352","2020년 07월 29일 00시","null"
2020-07-28,"0","1145","검역","隔離區","Lazaretto","10","815","330","0","10","-","3351","2020년 07월 28일 00시","null"
2020-07-28,"0","26","제주","<U+6D4E>州","Jeju","0","19","7","0","0","3.88","3350","2020년 07월 28일 00시","null"
2020-07-28,"0","158","경남","<U+5E86>南","Gyeongsangnam-do","0","148","10","0","0","4.70","3349","2020년 07월 28일 00시","null"
2020-07-28,"54","1397","경북","<U+5E86>北","Gyeongsangbuk-do","1","1339","4","0","1","52.47","3348","2020년 07월 28일 00시","null"
2020-07-28,"0","38","전남","全南","Jeollanam-do","2","24","14","0","2","2.04","3347","2020년 07월 28일 00시","null"
2020-07-28,"0","39","전북","全北","Jeollabuk-do","0","31","8","0","0","2.15","3346","2020년 07월 28일 00시","null"
2020-07-28,"1","189","충남","忠南","Chungcheongnam-do","1","183","5","0","1","8.90","3345","2020년 07월 28일 00시","null"
2020-07-28,"0","73","충북","忠北","Chungcheongbuk-do","0","67","6","0","0","4.56","3344","2020년 07월 28일 00시","null"
2020-07-28,"3","72","강원","江原","Gangwon-do","0","64","5","0","0","4.67","3343","2020년 07월 28일 00시","null"
2020-07-28,"30","1520","경기","京畿","Gyeonggi-do","6","1291","199","1","5","11.47","3342","2020년 07월 28일 00시","null"
2020-07-28,"0","50","세종","世宗","Sejong","0","50","0","0","0","14.61","3341","2020년 07월 28일 00시","null"
2020-07-28,"1","58","울산","蔚山","Ulsan","0","53","4","0","0","5.06","3340","2020년 07월 28일 00시","null"
2020-07-28,"2","166","대전","大田","Daejeon","0","151","13","0","0","11.26","3339","2020년 07월 28일 00시","null"
2020-07-28,"2","203","광주","光州","Gwangju","0","127","74","0","0","13.94","3338","2020년 07월 28일 00시","null"
2020-07-28,"2","380","인천","仁川","Incheon","0","357","21","0","0","12.85","3337","2020년 07월 28일 00시","null"
2020-07-28,"191","6939","대구","大邱","Daegu","0","6737","11","0","0","284.80","3336","2020년 07월 28일 00시","null"
2020-07-28,"3","170","부산","釜山","Busan","2","151","16","1","1","4.98","3335","2020년 07월 28일 00시","null"
2020-07-28,"11","1580","서울","首<U+5C14>","Seoul","6","1400","169","3","3","16.23","3334","2020년 07월 28일 00시","null"
2020-07-28,"300","14203","합계","合<U+8BA1>","Total","28","13007","896","5","23","27.39","3333","2020년 07월 28일 00시","null"
2020-07-27,"0","1135","검역","隔離區","Lazaretto","7","749","386","0","7","-","3332","2020년 07월 27일 00시","null"
2020-07-27,"0","26","제주","<U+6D4E>州","Jeju","0","19","7","0","0","3.88","3331","2020년 07월 27일 00시","null"
2020-07-27,"0","158","경남","<U+5E86>南","Gyeongsangnam-do","0","146","12","0","0","4.70","3330","2020년 07월 27일 00시","null"
2020-07-27,"54","1396","경북","<U+5E86>北","Gyeongsangbuk-do","0","1339","3","0","0","52.43","3329","2020년 07월 27일 00시","null"
2020-07-27,"0","36","전남","全南","Jeollanam-do","0","24","12","0","0","1.93","3328","2020년 07월 27일 00시","null"
2020-07-27,"0","39","전북","全北","Jeollabuk-do","0","30","9","0","0","2.15","3327","2020년 07월 27일 00시","null"
2020-07-27,"1","188","충남","忠南","Chungcheongnam-do","1","183","4","0","1","8.86","3326","2020년 07월 27일 00시","null"
2020-07-27,"0","73","충북","忠北","Chungcheongbuk-do","1","67","6","0","1","4.56","3325","2020년 07월 27일 00시","null"
2020-07-27,"3","72","강원","江原","Gangwon-do","0","64","5","0","0","4.67","3324","2020년 07월 27일 00시","null"
2020-07-27,"29","1514","경기","京畿","Gyeonggi-do","6","1285","200","2","4","11.43","3323","2020년 07월 27일 00시","null"
2020-07-27,"0","50","세종","世宗","Sejong","0","50","0","0","0","14.61","3322","2020년 07월 27일 00시","null"
2020-07-27,"1","58","울산","蔚山","Ulsan","0","53","4","0","0","5.06","3321","2020년 07월 27일 00시","null"
2020-07-27,"2","166","대전","大田","Daejeon","0","149","15","0","0","11.26","3320","2020년 07월 27일 00시","null"
2020-07-27,"2","203","광주","光州","Gwangju","0","123","78","0","0","13.94","3319","2020년 07월 27일 00시","null"
2020-07-27,"2","380","인천","仁川","Incheon","0","357","21","0","0","12.85","3318","2020년 07월 27일 00시","null"
2020-07-27,"191","6939","대구","大邱","Daegu","0","6732","16","0","0","284.80","3317","2020년 07월 27일 00시","null"
2020-07-27,"3","168","부산","釜山","Busan","1","151","14","1","0","4.92","3316","2020년 07월 27일 00시","null"
2020-07-27,"11","1574","서울","首<U+5C14>","Seoul","9","1384","179","6","3","16.17","3315","2020년 07월 27일 00시","null"
2020-07-27,"299","14175","합계","合<U+8BA1>","Total","25","12905","971","9","16","27.34","3314","2020년 07월 27일 00시","null"
2020-07-26,"0","1128","검역","隔離區","Lazaretto","42","746","382","0","42","-","3313","2020년 07월 26일 00시","null"
2020-07-26,"0","26","제주","<U+6D4E>州","Jeju","0","19","7","0","0","3.88","3312","2020년 07월 26일 00시","null"
2020-07-26,"0","158","경남","<U+5E86>南","Gyeongsangnam-do","0","146","12","0","0","4.7","3311","2020년 07월 26일 00시","null"
2020-07-26,"54","1396","경북","<U+5E86>北","Gyeongsangbuk-do","0","1339","3","0","0","52.43","3310","2020년 07월 26일 00시","null"
2020-07-26,"0","36","전남","全南","Jeollanam-do","0","24","12","0","0","1.93","3309","2020년 07월 26일 00시","null"
2020-07-26,"0","39","전북","全北","Jeollabuk-do","0","30","9","0","0","2.15","3308","2020년 07월 26일 00시","null"
2020-07-26,"0","187","충남","忠南","Chungcheongnam-do","0","182","5","0","0","8.81","3307","2020년 07월 26일 00시","null"
2020-07-26,"0","72","충북","忠北","Chungcheongbuk-do","0","67","5","0","0","4.5","3306","2020년 07월 26일 00시","null"
2020-07-26,"3","72","강원","江原","Gangwon-do","0","64","5","0","0","4.67","3305","2020년 07월 26일 00시","null"
2020-07-26,"29","1508","경기","京畿","Gyeonggi-do","7","1277","202","5","2","11.38","3304","2020년 07월 26일 00시","null"
2020-07-26,"0","50","세종","世宗","Sejong","0","50","0","0","0","14.61","3303","2020년 07월 26일 00시","null"
2020-07-26,"1","58","울산","蔚山","Ulsan","0","53","4","0","0","5.06","3302","2020년 07월 26일 00시","null"
2020-07-26,"2","166","대전","大田","Daejeon","0","148","16","0","0","11.26","3301","2020년 07월 26일 00시","null"
2020-07-26,"2","203","광주","光州","Gwangju","1","122","79","1","0","13.94","3300","2020년 07월 26일 00시","null"
2020-07-26,"2","380","인천","仁川","Incheon","0","357","21","0","0","12.85","3299","2020년 07월 26일 00시","null"
2020-07-26,"191","6939","대구","大邱","Daegu","0","6732","16","0","0","284.8","3298","2020년 07월 26일 00시","null"
2020-07-26,"3","167","부산","釜山","Busan","1","151","13","1","0","4.89","3297","2020년 07월 26일 00시","null"
2020-07-26,"11","1565","서울","首<U+5C14>","Seoul","7","1383","171","5","2","16.08","3296","2020년 07월 26일 00시","null"
2020-07-26,"298","14150","합계","合<U+8BA1>","Total","58","12890","962","12","46","27.29","3295","2020년 07월 26일 00시","null"
2020-07-25,"0","1086","검역","隔離區","Lazaretto","81","743","343","0","81","-","3294","2020년 07월 25일 00시","null"
2020-07-25,"0","26","제주","<U+6D4E>州","Jeju","0","19","7","0","0","3.88","3293","2020년 07월 25일 00시","null"
2020-07-25,"0","158","경남","<U+5E86>南","Gyeongsangnam-do","0","145","13","0","0","4.70","3292","2020년 07월 25일 00시","null"
2020-07-25,"54","1396","경북","<U+5E86>北","Gyeongsangbuk-do","0","1339","3","0","0","52.43","3291","2020년 07월 25일 00시","null"
2020-07-25,"0","36","전남","全南","Jeollanam-do","1","24","12","0","1","1.93","3290","2020년 07월 25일 00시","null"
2020-07-25,"0","39","전북","全北","Jeollabuk-do","0","30","9","0","0","2.15","3289","2020년 07월 25일 00시","null"
2020-07-25,"0","187","충남","忠南","Chungcheongnam-do","0","182","5","0","0","8.81","3288","2020년 07월 25일 00시","null"
2020-07-25,"0","72","충북","忠北","Chungcheongbuk-do","0","67","5","0","0","4.50","3287","2020년 07월 25일 00시","null"
2020-07-25,"3","72","강원","江原","Gangwon-do","0","62","7","0","0","4.67","3286","2020년 07월 25일 00시","null"
2020-07-25,"29","1501","경기","京畿","Gyeonggi-do","14","1266","206","11","3","11.33","3285","2020년 07월 25일 00시","null"
2020-07-25,"0","50","세종","世宗","Sejong","0","50","0","0","0","14.61","3284","2020년 07월 25일 00시","null"
2020-07-25,"1","58","울산","蔚山","Ulsan","1","53","4","0","1","5.06","3283","2020년 07월 25일 00시","null"
2020-07-25,"2","166","대전","大田","Daejeon","0","146","18","0","0","11.26","3282","2020년 07월 25일 00시","null"
2020-07-25,"2","202","광주","光州","Gwangju","0","119","81","0","0","13.87","3281","2020년 07월 25일 00시","null"
2020-07-25,"2","380","인천","仁川","Incheon","0","357","21","0","0","12.85","3280","2020년 07월 25일 00시","null"
2020-07-25,"191","6939","대구","大邱","Daegu","0","6732","16","0","0","284.80","3279","2020년 07월 25일 00시","null"
2020-07-25,"3","166","부산","釜山","Busan","5","151","12","5","0","4.87","3278","2020년 07월 25일 00시","null"
2020-07-25,"11","1558","서울","首<U+5C14>","Seoul","11","1381","166","11","0","16.01","3277","2020년 07월 25일 00시","null"
2020-07-25,"298","14092","합계","合<U+8BA1>","Total","113","12866","928","27","86","27.18","3276","2020년 07월 25일 00시","null"
2020-07-24,"0","1005","검역","隔離區","Lazaretto","3","733","272","0","3","-","3275","2020년 07월 24일 00시","null"
2020-07-24,"0","26","제주","<U+6D4E>州","Jeju","0","18","8","0","0","3.88","3274","2020년 07월 24일 00시","null"
2020-07-24,"0","158","경남","<U+5E86>南","Gyeongsangnam-do","2","145","13","0","2","4.70","3273","2020년 07월 24일 00시","null"
2020-07-24,"54","1396","경북","<U+5E86>北","Gyeongsangbuk-do","1","1338","4","0","1","52.43","3272","2020년 07월 24일 00시","null"
2020-07-24,"0","35","전남","全南","Jeollanam-do","0","24","11","0","0","1.88","3271","2020년 07월 24일 00시","null"
2020-07-24,"0","39","전북","全北","Jeollabuk-do","0","27","12","0","0","2.15","3270","2020년 07월 24일 00시","null"
2020-07-24,"0","187","충남","忠南","Chungcheongnam-do","0","182","5","0","0","8.81","3269","2020년 07월 24일 00시","null"
2020-07-24,"0","72","충북","忠北","Chungcheongbuk-do","0","67","5","0","0","4.50","3268","2020년 07월 24일 00시","null"
2020-07-24,"3","72","강원","江原","Gangwon-do","0","60","9","0","0","4.67","3267","2020년 07월 24일 00시","null"
2020-07-24,"29","1487","경기","京畿","Gyeonggi-do","8","1260","198","5","3","11.22","3266","2020년 07월 24일 00시","null"
2020-07-24,"0","50","세종","世宗","Sejong","0","50","0","0","0","14.61","3265","2020년 07월 24일 00시","null"
2020-07-24,"1","57","울산","蔚山","Ulsan","0","53","3","0","0","4.97","3264","2020년 07월 24일 00시","null"
2020-07-24,"2","166","대전","大田","Daejeon","0","142","22","0","0","11.26","3263","2020년 07월 24일 00시","null"
2020-07-24,"2","202","광주","光州","Gwangju","2","115","85","2","0","13.87","3262","2020년 07월 24일 00시","null"
2020-07-24,"2","380","인천","仁川","Incheon","0","355","23","0","0","12.85","3261","2020년 07월 24일 00시","null"
2020-07-24,"191","6939","대구","大邱","Daegu","2","6730","18","0","2","284.80","3260","2020년 07월 24일 00시","null"
2020-07-24,"3","161","부산","釜山","Busan","2","150","8","2","0","4.72","3259","2020년 07월 24일 00시","null"
2020-07-24,"11","1547","서울","首<U+5C14>","Seoul","21","1368","168","19","2","15.89","3258","2020년 07월 24일 00시","null"
2020-07-24,"298","13979","합계","合<U+8BA1>","Total","41","12817","864","28","13","26.96","3257","2020년 07월 24일 00시","null"
2020-07-23,"0","1002","검역","隔離區","Lazaretto","5","706","296","0","5","-","3199","2020년 07월 23일 00시","null"
2020-07-23,"0","26","제주","<U+6D4E>州","Jeju","0","18","8","0","0","3.88","3198","2020년 07월 23일 00시","null"
2020-07-23,"0","156","경남","<U+5E86>南","Gyeongsangnam-do","0","144","12","0","0","4.64","3197","2020년 07월 23일 00시","null"
2020-07-23,"54","1395","경북","<U+5E86>北","Gyeongsangbuk-do","0","1338","3","0","0","52.39","3196","2020년 07월 23일 00시","null"
2020-07-23,"0","35","전남","全南","Jeollanam-do","0","23","12","0","0","1.88","3195","2020년 07월 23일 00시","null"
2020-07-23,"0","39","전북","全北","Jeollabuk-do","0","27","12","0","0","2.15","3194","2020년 07월 23일 00시","null"
2020-07-23,"0","187","충남","忠南","Chungcheongnam-do","0","179","8","0","0","8.81","3193","2020년 07월 23일 00시","null"
2020-07-23,"0","72","충북","忠北","Chungcheongbuk-do","0","67","5","0","0","4.50","3192","2020년 07월 23일 00시","null"
2020-07-23,"3","72","강원","江原","Gangwon-do","0","59","10","0","0","4.67","3191","2020년 07월 23일 00시","null"
2020-07-23,"29","1479","경기","京畿","Gyeonggi-do","28","1250","200","17","11","11.16","3190","2020년 07월 23일 00시","null"
2020-07-23,"0","50","세종","世宗","Sejong","0","50","0","0","0","14.61","3189","2020년 07월 23일 00시","null"
2020-07-23,"1","57","울산","蔚山","Ulsan","0","53","3","0","0","4.97","3188","2020년 07월 23일 00시","null"
2020-07-23,"2","166","대전","大田","Daejeon","0","139","25","0","0","11.26","3187","2020년 07월 23일 00시","null"
2020-07-23,"2","200","광주","光州","Gwangju","9","112","86","9","0","13.73","3186","2020년 07월 23일 00시","null"
2020-07-23,"2","380","인천","仁川","Incheon","3","352","26","2","1","12.85","3185","2020년 07월 23일 00시","null"
2020-07-23,"190","6937","대구","大邱","Daegu","0","6730","17","0","0","284.71","3184","2020년 07월 23일 00시","null"
2020-07-23,"3","159","부산","釜山","Busan","2","150","6","0","2","4.66","3183","2020년 07월 23일 00시","null"
2020-07-23,"11","1526","서울","首<U+5C14>","Seoul","12","1361","154","11","1","15.68","3182","2020년 07월 23일 00시","null"
2020-07-23,"297","13938","합계","合<U+8BA1>","Total","59","12758","883","39","20","26.88","3181","2020년 07월 23일 00시","null"
2020-07-22,"0","997","검역","隔離區","Lazaretto","19","698","299","0","19","-","3180","2020년 07월 22일 00시","null"
2020-07-22,"0","26","제주","<U+6D4E>州","Jeju","0","18","8","0","0","3.88","3179","2020년 07월 22일 00시","null"
2020-07-22,"0","156","경남","<U+5E86>南","Gyeongsangnam-do","1","142","14","0","1","4.64","3178","2020년 07월 22일 00시","null"
2020-07-22,"54","1395","경북","<U+5E86>北","Gyeongsangbuk-do","0","1338","3","0","0","52.39","3177","2020년 07월 22일 00시","null"
2020-07-22,"0","35","전남","全南","Jeollanam-do","0","21","14","0","0","1.88","3176","2020년 07월 22일 00시","null"
2020-07-22,"0","39","전북","全北","Jeollabuk-do","0","27","12","0","0","2.15","3175","2020년 07월 22일 00시","null"
2020-07-22,"0","187","충남","忠南","Chungcheongnam-do","1","179","8","0","1","8.81","3174","2020년 07월 22일 00시","null"
2020-07-22,"0","72","충북","忠北","Chungcheongbuk-do","1","66","6","0","1","4.50","3173","2020년 07월 22일 00시","null"
2020-07-22,"3","72","강원","江原","Gangwon-do","0","59","10","0","0","4.67","3172","2020년 07월 22일 00시","null"
2020-07-22,"29","1451","경기","京畿","Gyeonggi-do","15","1237","185","8","7","10.95","3171","2020년 07월 22일 00시","null"
2020-07-22,"0","50","세종","世宗","Sejong","0","50","0","0","0","14.61","3170","2020년 07월 22일 00시","null"
2020-07-22,"1","57","울산","蔚山","Ulsan","0","53","3","0","0","4.97","3169","2020년 07월 22일 00시","null"
2020-07-22,"2","166","대전","大田","Daejeon","0","135","29","0","0","11.26","3168","2020년 07월 22일 00시","null"
2020-07-22,"2","191","광주","光州","Gwangju","4","101","88","1","3","13.11","3167","2020년 07월 22일 00시","null"
2020-07-22,"2","377","인천","仁川","Incheon","5","349","26","4","1","12.75","3166","2020년 07월 22일 00시","null"
2020-07-22,"190","6937","대구","大邱","Daegu","1","6730","17","0","1","284.71","3165","2020년 07월 22일 00시","null"
2020-07-22,"3","157","부산","釜山","Busan","0","149","5","0","0","4.60","3164","2020년 07월 22일 00시","null"
2020-07-22,"11","1514","서울","首<U+5C14>","Seoul","16","1346","157","16","0","15.55","3163","2020년 07월 22일 00시","null"
2020-07-22,"297","13879","합계","合<U+8BA1>","Total","63","12698","884","29","34","26.77","3162","2020년 07월 22일 00시","null"
2020-07-21,"0","978","검역","隔離區","Lazaretto","18","690","288","0","18","-","3161","2020년 07월 21일 00시","null"
