"createDt","deathCnt","defCnt","gubun","gubunCn","gubunEn","incDec","isolClearCnt","isolIngCnt","localOccCnt","overFlowCnt","qurRate","seq","stdDay","updateDt"
2020-10-24,"0","1695","검역","隔離區","Lazaretto","6","1447","248","0","6","-","5232","2020년 10월 24일 00시","null"
2020-10-24,"0","59","제주","<U+6D4E>州","Jeju","0","59","0","0","0","8.80","5231","2020년 10월 24일 00시","null"
2020-10-24,"0","301","경남","<U+5E86>南","Gyeongsangnam-do","0","294","7","0","0","8.95","5230","2020년 10월 24일 00시","null"
2020-10-24,"57","1578","경북","<U+5E86>北","Gyeongsangbuk-do","0","1509","12","0","0","59.27","5229","2020년 10월 24일 00시","null"
2020-10-24,"2","181","전남","全南","Jeollanam-do","2","169","10","0","2","9.71","5228","2020년 10월 24일 00시","null"
2020-10-24,"0","160","전북","全北","Jeollabuk-do","0","139","21","0","0","8.80","5227","2020년 10월 24일 00시","null"
2020-10-24,"8","527","충남","忠南","Chungcheongnam-do","5","483","36","5","0","24.83","5226","2020년 10월 24일 00시","null"
2020-10-24,"2","184","충북","忠北","Chungcheongbuk-do","0","167","15","0","0","11.50","5225","2020년 10월 24일 00시","null"
2020-10-24,"3","246","강원","江原","Gangwon-do","0","221","22","0","0","15.97","5224","2020년 10월 24일 00시","null"
2020-10-24,"89","5126","경기","京畿","Gyeonggi-do","35","4534","503","32","3","38.69","5223","2020년 10월 24일 00시","null"
2020-10-24,"0","78","세종","世宗","Sejong","0","78","0","0","0","22.79","5222","2020년 10월 24일 00시","null"
2020-10-24,"2","157","울산","蔚山","Ulsan","0","152","3","0","0","13.69","5221","2020년 10월 24일 00시","null"
2020-10-24,"5","428","대전","大田","Daejeon","5","380","43","5","0","29.03","5220","2020년 10월 24일 00시","null"
2020-10-24,"3","509","광주","光州","Gwangju","0","495","11","0","0","34.94","5219","2020년 10월 24일 00시","null"
2020-10-24,"9","1019","인천","仁川","Incheon","2","945","65","2","0","34.47","5218","2020년 10월 24일 00시","null"
2020-10-24,"196","7149","대구","大邱","Daegu","0","6942","11","0","0","293.41","5217","2020년 10월 24일 00시","null"
2020-10-24,"7","588","부산","釜山","Busan","0","470","111","0","0","17.23","5216","2020년 10월 24일 00시","null"
2020-10-24,"74","5790","서울","首<U+5C14>","Seoul","22","5350","366","22","0","59.49","5215","2020년 10월 24일 00시","null"
2020-10-24,"457","25775","합계","合<U+8BA1>","Total","77","23834","1484","66","11","49.71","5214","2020년 10월 24일 00시","null"
2020-10-23,"0","1689","검역","隔離區","Lazaretto","8","1440","249","0","8","-","5213","2020년 10월 23일 00시","null"
2020-10-23,"0","59","제주","<U+6D4E>州","Jeju","0","59","0","0","0","8.80","5212","2020년 10월 23일 00시","null"
2020-10-23,"0","301","경남","<U+5E86>南","Gyeongsangnam-do","0","294","7","0","0","8.95","5211","2020년 10월 23일 00시","null"
2020-10-23,"57","1578","경북","<U+5E86>北","Gyeongsangbuk-do","0","1508","13","0","0","59.27","5210","2020년 10월 23일 00시","null"
2020-10-23,"2","179","전남","全南","Jeollanam-do","1","169","8","1","0","9.60","5209","2020년 10월 23일 00시","null"
2020-10-23,"0","160","전북","全北","Jeollabuk-do","2","138","22","2","0","8.80","5208","2020년 10월 23일 00시","null"
2020-10-23,"7","522","충남","忠南","Chungcheongnam-do","4","482","33","4","0","24.59","5207","2020년 10월 23일 00시","null"
2020-10-23,"2","184","충북","忠北","Chungcheongbuk-do","0","165","17","0","0","11.50","5206","2020년 10월 23일 00시","null"
2020-10-23,"3","246","강원","江原","Gangwon-do","1","220","23","1","0","15.97","5205","2020년 10월 23일 00시","null"
2020-10-23,"88","5091","경기","京畿","Gyeonggi-do","103","4490","513","98","5","38.42","5204","2020년 10월 23일 00시","null"
2020-10-23,"0","78","세종","世宗","Sejong","0","77","1","0","0","22.79","5203","2020년 10월 23일 00시","null"
2020-10-23,"2","157","울산","蔚山","Ulsan","0","152","3","0","0","13.69","5202","2020년 10월 23일 00시","null"
2020-10-23,"5","423","대전","大田","Daejeon","0","377","41","0","0","28.69","5201","2020년 10월 23일 00시","null"
2020-10-23,"3","509","광주","光州","Gwangju","6","494","12","4","2","34.94","5200","2020년 10월 23일 00시","null"
2020-10-23,"9","1017","인천","仁川","Incheon","5","940","68","4","1","34.40","5199","2020년 10월 23일 00시","null"
2020-10-23,"196","7149","대구","大邱","Daegu","5","6941","12","5","0","293.41","5198","2020년 10월 23일 00시","null"
2020-10-23,"7","588","부산","釜山","Busan","0","467","114","0","0","17.23","5197","2020년 10월 23일 00시","null"
2020-10-23,"74","5768","서울","首<U+5C14>","Seoul","20","5304","390","19","1","59.26","5196","2020년 10월 23일 00시","null"
2020-10-23,"455","25698","합계","合<U+8BA1>","Total","155","23717","1526","138","17","49.56","5195","2020년 10월 23일 00시","null"
2020-10-22,"0","1681","검역","隔離區","Lazaretto","9","1439","242","0","9","-","5194","2020년 10월 22일 00시","null"
2020-10-22,"0","59","제주","<U+6D4E>州","Jeju","0","59","0","0","0","8.80","5193","2020년 10월 22일 00시","null"
2020-10-22,"0","301","경남","<U+5E86>南","Gyeongsangnam-do","0","292","9","0","0","8.95","5192","2020년 10월 22일 00시","null"
2020-10-22,"56","1578","경북","<U+5E86>北","Gyeongsangbuk-do","1","1508","14","0","1","59.27","5191","2020년 10월 22일 00시","null"
2020-10-22,"2","178","전남","全南","Jeollanam-do","0","168","8","0","0","9.55","5190","2020년 10월 22일 00시","null"
2020-10-22,"0","158","전북","全北","Jeollabuk-do","2","134","24","2","0","8.69","5189","2020년 10월 22일 00시","null"
2020-10-22,"7","518","충남","忠南","Chungcheongnam-do","11","481","30","11","0","24.41","5188","2020년 10월 22일 00시","null"
2020-10-22,"2","184","충북","忠北","Chungcheongbuk-do","0","164","18","0","0","11.50","5187","2020년 10월 22일 00시","null"
2020-10-22,"3","245","강원","江原","Gangwon-do","2","220","22","2","0","15.90","5186","2020년 10월 22일 00시","null"
2020-10-22,"88","4988","경기","京畿","Gyeonggi-do","67","4461","439","62","5","37.64","5185","2020년 10월 22일 00시","null"
2020-10-22,"0","78","세종","世宗","Sejong","0","77","1","0","0","22.79","5184","2020년 10월 22일 00시","null"
2020-10-22,"2","157","울산","蔚山","Ulsan","0","152","3","0","0","13.69","5183","2020년 10월 22일 00시","null"
2020-10-22,"5","423","대전","大田","Daejeon","0","373","45","0","0","28.69","5182","2020년 10월 22일 00시","null"
2020-10-22,"3","503","광주","光州","Gwangju","0","494","6","0","0","34.53","5181","2020년 10월 22일 00시","null"
2020-10-22,"9","1012","인천","仁川","Incheon","4","937","66","2","2","34.23","5180","2020년 10월 22일 00시","null"
2020-10-22,"196","7144","대구","大邱","Daegu","2","6941","7","2","0","293.21","5179","2020년 10월 22일 00시","null"
2020-10-22,"6","588","부산","釜山","Busan","5","464","118","5","0","17.23","5178","2020년 10월 22일 00시","null"
2020-10-22,"74","5748","서울","首<U+5C14>","Seoul","18","5283","391","18","0","59.05","5177","2020년 10월 22일 00시","null"
2020-10-22,"453","25543","합계","合<U+8BA1>","Total","121","23647","1443","104","17","49.27","5176","2020년 10월 22일 00시","null"
2020-10-21,"0","1674","검역","隔離區","Lazaretto","22","1438","236","0","22","-","5175","2020년 10월 21일 00시","null"
2020-10-21,"0","59","제주","<U+6D4E>州","Jeju","0","59","0","0","0","8.80","5174","2020년 10월 21일 00시","null"
2020-10-21,"0","301","경남","<U+5E86>南","Gyeongsangnam-do","0","292","9","0","0","8.95","5173","2020년 10월 21일 00시","null"
2020-10-21,"56","1577","경북","<U+5E86>北","Gyeongsangbuk-do","2","1507","14","2","0","59.23","5172","2020년 10월 21일 00시","null"
2020-10-21,"2","178","전남","全南","Jeollanam-do","1","168","8","0","1","9.55","5171","2020년 10월 21일 00시","null"
2020-10-21,"0","156","전북","全北","Jeollabuk-do","0","134","22","0","0","8.58","5170","2020년 10월 21일 00시","null"
2020-10-21,"7","507","충남","忠南","Chungcheongnam-do","0","479","21","0","0","23.89","5169","2020년 10월 21일 00시","null"
2020-10-21,"2","184","충북","忠北","Chungcheongbuk-do","1","162","20","0","1","11.50","5168","2020년 10월 21일 00시","null"
2020-10-21,"3","243","강원","江原","Gangwon-do","2","220","20","0","2","15.77","5167","2020년 10월 21일 00시","null"
2020-10-21,"88","4921","경기","京畿","Gyeonggi-do","24","4439","394","21","3","37.14","5166","2020년 10월 21일 00시","null"
2020-10-21,"0","78","세종","世宗","Sejong","0","76","2","0","0","22.79","5165","2020년 10월 21일 00시","null"
2020-10-21,"2","157","울산","蔚山","Ulsan","1","152","3","1","0","13.69","5164","2020년 10월 21일 00시","null"
2020-10-21,"5","423","대전","大田","Daejeon","4","367","51","4","0","28.69","5163","2020년 10월 21일 00시","null"
2020-10-21,"3","503","광주","光州","Gwangju","1","493","7","0","1","34.53","5162","2020년 10월 21일 00시","null"
2020-10-21,"9","1008","인천","仁川","Incheon","6","929","70","6","0","34.10","5161","2020년 10월 21일 00시","null"
2020-10-21,"196","7142","대구","大邱","Daegu","0","6941","5","0","0","293.13","5160","2020년 10월 21일 00시","null"
2020-10-21,"6","583","부산","釜山","Busan","10","460","117","10","0","17.09","5159","2020년 10월 21일 00시","null"
2020-10-21,"71","5730","서울","首<U+5C14>","Seoul","17","5268","391","13","4","58.87","5158","2020년 10월 21일 00시","null"
2020-10-21,"450","25424","합계","合<U+8BA1>","Total","91","23584","1390","57","34","49.04","5157","2020년 10월 21일 00시","null"
2020-10-20,"0","1652","검역","隔離區","Lazaretto","3","1434","218","0","3","-","5156","2020년 10월 20일 00시","null"
2020-10-20,"0","59","제주","<U+6D4E>州","Jeju","0","59","0","0","0","8.80","5155","2020년 10월 20일 00시","null"
2020-10-20,"0","301","경남","<U+5E86>南","Gyeongsangnam-do","1","290","11","0","1","8.95","5154","2020년 10월 20일 00시","null"
2020-10-20,"56","1575","경북","<U+5E86>北","Gyeongsangbuk-do","2","1507","12","0","2","59.15","5153","2020년 10월 20일 00시","null"
2020-10-20,"2","177","전남","全南","Jeollanam-do","0","167","8","0","0","9.49","5152","2020년 10월 20일 00시","null"
2020-10-20,"0","156","전북","全北","Jeollabuk-do","0","132","24","0","0","8.58","5151","2020년 10월 20일 00시","null"
2020-10-20,"7","507","충남","忠南","Chungcheongnam-do","2","476","24","1","1","23.89","5150","2020년 10월 20일 00시","null"
2020-10-20,"2","183","충북","忠北","Chungcheongbuk-do","2","161","20","0","2","11.44","5149","2020년 10월 20일 00시","null"
2020-10-20,"3","241","강원","江原","Gangwon-do","3","220","18","2","1","15.64","5148","2020년 10월 20일 00시","null"
2020-10-20,"87","4897","경기","京畿","Gyeonggi-do","28","4405","405","22","6","36.96","5147","2020년 10월 20일 00시","null"
2020-10-20,"0","78","세종","世宗","Sejong","0","75","3","0","0","22.79","5146","2020년 10월 20일 00시","null"
2020-10-20,"2","156","울산","蔚山","Ulsan","0","150","4","0","0","13.60","5145","2020년 10월 20일 00시","null"
2020-10-20,"5","419","대전","大田","Daejeon","1","366","48","1","0","28.42","5144","2020년 10월 20일 00시","null"
2020-10-20,"3","502","광주","光州","Gwangju","0","493","6","0","0","34.46","5143","2020년 10월 20일 00시","null"
2020-10-20,"9","1002","인천","仁川","Incheon","3","925","68","3","0","33.90","5142","2020년 10월 20일 00시","null"
2020-10-20,"196","7142","대구","大邱","Daegu","0","6940","6","0","0","293.13","5141","2020년 10월 20일 00시","null"
2020-10-20,"6","573","부산","釜山","Busan","2","449","118","1","1","16.79","5140","2020년 10월 20일 00시","null"
2020-10-20,"69","5713","서울","首<U+5C14>","Seoul","11","5217","427","11","0","58.69","5139","2020년 10월 20일 00시","null"
2020-10-20,"447","25333","합계","合<U+8BA1>","Total","58","23466","1420","41","17","48.86","5138","2020년 10월 20일 00시","null"
2020-10-19,"0","1649","검역","隔離區","Lazaretto","12","1434","215","0","12","-","5137","2020년 10월 19일 00시","null"
2020-10-19,"0","59","제주","<U+6D4E>州","Jeju","0","59","0","0","0","8.80","5136","2020년 10월 19일 00시","null"
2020-10-19,"0","300","경남","<U+5E86>南","Gyeongsangnam-do","1","288","12","0","1","8.93","5135","2020년 10월 19일 00시","null"
2020-10-19,"56","1573","경북","<U+5E86>北","Gyeongsangbuk-do","2","1506","11","0","2","59.08","5134","2020년 10월 19일 00시","null"
2020-10-19,"2","177","전남","全南","Jeollanam-do","0","167","8","0","0","9.49","5133","2020년 10월 19일 00시","null"
2020-10-19,"0","156","전북","全北","Jeollabuk-do","1","129","27","0","1","8.58","5132","2020년 10월 19일 00시","null"
2020-10-19,"7","505","충남","忠南","Chungcheongnam-do","2","473","25","2","0","23.79","5131","2020년 10월 19일 00시","null"
2020-10-19,"1","181","충북","忠北","Chungcheongbuk-do","1","161","19","0","1","11.32","5130","2020년 10월 19일 00시","null"
2020-10-19,"3","238","강원","江原","Gangwon-do","1","220","15","1","0","15.45","5129","2020년 10월 19일 00시","null"
2020-10-19,"86","4869","경기","京畿","Gyeonggi-do","18","4385","398","15","3","36.75","5128","2020년 10월 19일 00시","null"
2020-10-19,"0","78","세종","世宗","Sejong","0","75","3","0","0","22.79","5127","2020년 10월 19일 00시","null"
2020-10-19,"2","156","울산","蔚山","Ulsan","0","149","5","0","0","13.60","5126","2020년 10월 19일 00시","null"
2020-10-19,"5","418","대전","大田","Daejeon","2","361","52","2","0","28.36","5125","2020년 10월 19일 00시","null"
2020-10-19,"3","502","광주","光州","Gwangju","2","493","6","1","1","34.46","5124","2020년 10월 19일 00시","null"
2020-10-19,"8","999","인천","仁川","Incheon","5","920","71","4","1","33.79","5123","2020년 10월 19일 00시","null"
2020-10-19,"196","7142","대구","大邱","Daegu","0","6938","8","0","0","293.13","5122","2020년 10월 19일 00시","null"
2020-10-19,"6","571","부산","釜山","Busan","15","449","116","14","1","16.74","5121","2020년 10월 19일 00시","null"
2020-10-19,"69","5702","서울","首<U+5C14>","Seoul","14","5161","472","11","3","58.58","5120","2020년 10월 19일 00시","null"
2020-10-19,"444","25275","합계","合<U+8BA1>","Total","76","23368","1463","50","26","48.75","5119","2020년 10월 19일 00시","null"
2020-10-19,"0","1649","검역","隔離區","Lazaretto","12","1434","215","0","12","-","5118","2020년 10월 19일 00시","null"
2020-10-19,"0","59","제주","<U+6D4E>州","Jeju","0","59","0","0","0","8.80","5117","2020년 10월 19일 00시","null"
2020-10-19,"0","300","경남","<U+5E86>南","Gyeongsangnam-do","1","288","12","0","1","8.93","5116","2020년 10월 19일 00시","null"
2020-10-19,"56","1573","경북","<U+5E86>北","Gyeongsangbuk-do","2","1506","11","0","2","59.08","5115","2020년 10월 19일 00시","null"
2020-10-19,"2","177","전남","全南","Jeollanam-do","0","167","8","0","0","9.49","5114","2020년 10월 19일 00시","null"
2020-10-19,"0","156","전북","全北","Jeollabuk-do","1","129","27","0","1","8.58","5113","2020년 10월 19일 00시","null"
2020-10-19,"7","505","충남","忠南","Chungcheongnam-do","2","473","25","2","0","23.79","5112","2020년 10월 19일 00시","null"
2020-10-19,"1","181","충북","忠北","Chungcheongbuk-do","1","161","19","0","1","11.32","5111","2020년 10월 19일 00시","null"
2020-10-19,"3","238","강원","江原","Gangwon-do","1","220","15","1","0","15.45","5110","2020년 10월 19일 00시","null"
2020-10-19,"86","4869","경기","京畿","Gyeonggi-do","18","4385","398","15","3","36.75","5109","2020년 10월 19일 00시","null"
2020-10-19,"0","78","세종","世宗","Sejong","0","75","3","0","0","22.79","5108","2020년 10월 19일 00시","null"
2020-10-19,"2","156","울산","蔚山","Ulsan","0","149","5","0","0","13.60","5107","2020년 10월 19일 00시","null"
2020-10-19,"5","418","대전","大田","Daejeon","2","361","52","2","0","28.36","5106","2020년 10월 19일 00시","null"
2020-10-19,"3","502","광주","光州","Gwangju","2","493","6","1","1","34.46","5105","2020년 10월 19일 00시","null"
2020-10-19,"8","999","인천","仁川","Incheon","5","920","71","4","1","33.79","5104","2020년 10월 19일 00시","null"
2020-10-19,"196","7142","대구","大邱","Daegu","0","6938","8","0","0","293.13","5103","2020년 10월 19일 00시","null"
2020-10-19,"6","571","부산","釜山","Busan","15","449","116","14","1","16.74","5102","2020년 10월 19일 00시","null"
2020-10-19,"69","5702","서울","首<U+5C14>","Seoul","14","5161","472","11","3","58.58","5101","2020년 10월 19일 00시","null"
2020-10-19,"444","25275","합계","合<U+8BA1>","Total","76","23368","1463","16","23","48.75","5100","2020년 10월 19일 00시","null"
2020-10-18,"0","1637","검역","隔離區","Lazaretto","13","1434","203","0","13","-","5099","2020년 10월 18일 00시","null"
2020-10-18,"0","59","제주","<U+6D4E>州","Jeju","0","59","0","0","0","8.80","5098","2020년 10월 18일 00시","null"
2020-10-18,"0","299","경남","<U+5E86>南","Gyeongsangnam-do","0","288","11","0","0","8.90","5097","2020년 10월 18일 00시","null"
2020-10-18,"56","1571","경북","<U+5E86>北","Gyeongsangbuk-do","0","1506","9","0","0","59.00","5096","2020년 10월 18일 00시","null"
2020-10-18,"2","177","전남","全南","Jeollanam-do","0","167","8","0","0","9.49","5095","2020년 10월 18일 00시","null"
2020-10-18,"0","155","전북","全北","Jeollabuk-do","0","128","27","0","0","8.53","5094","2020년 10월 18일 00시","null"
2020-10-18,"7","503","충남","忠南","Chungcheongnam-do","0","472","24","0","0","23.70","5093","2020년 10월 18일 00시","null"
2020-10-18,"1","180","충북","忠北","Chungcheongbuk-do","0","160","19","0","0","11.25","5092","2020년 10월 18일 00시","null"
2020-10-18,"3","237","강원","江原","Gangwon-do","2","220","14","1","1","15.38","5091","2020년 10월 18일 00시","null"
2020-10-18,"86","4851","경기","京畿","Gyeonggi-do","50","4369","396","48","2","36.61","5090","2020년 10월 18일 00시","null"
2020-10-18,"0","78","세종","世宗","Sejong","0","75","3","0","0","22.79","5089","2020년 10월 18일 00시","null"
2020-10-18,"2","156","울산","蔚山","Ulsan","0","148","6","0","0","13.60","5088","2020년 10월 18일 00시","null"
2020-10-18,"5","416","대전","大田","Daejeon","1","359","52","1","0","28.22","5087","2020년 10월 18일 00시","null"
2020-10-18,"3","500","광주","光州","Gwangju","0","493","4","0","0","34.32","5086","2020년 10월 18일 00시","null"
2020-10-18,"8","994","인천","仁川","Incheon","1","916","70","1","0","33.63","5085","2020년 10월 18일 00시","null"
2020-10-18,"196","7142","대구","大邱","Daegu","0","6937","9","0","0","293.13","5084","2020년 10월 18일 00시","null"
2020-10-18,"6","556","부산","釜山","Busan","4","449","101","2","2","16.30","5083","2020년 10월 18일 00시","null"
2020-10-18,"69","5688","서울","首<U+5C14>","Seoul","20","5132","487","18","2","58.44","5082","2020년 10월 18일 00시","null"
2020-10-18,"444","25199","합계","合<U+8BA1>","Total","91","23312","1443","71","20","48.60","5081","2020년 10월 18일 00시","null"
2020-10-17,"0","1624","검역","隔離區","Lazaretto","5","1433","191","0","5","-","5080","2020년 10월 17일 00시","null"
2020-10-17,"0","59","제주","<U+6D4E>州","Jeju","0","59","0","0","0","8.80","5079","2020년 10월 17일 00시","null"
2020-10-17,"0","299","경남","<U+5E86>南","Gyeongsangnam-do","2","287","12","1","1","8.90","5078","2020년 10월 17일 00시","null"
2020-10-17,"56","1571","경북","<U+5E86>北","Gyeongsangbuk-do","0","1505","10","0","0","59.00","5077","2020년 10월 17일 00시","null"
2020-10-17,"2","177","전남","全南","Jeollanam-do","1","166","9","0","1","9.49","5076","2020년 10월 17일 00시","null"
2020-10-17,"0","155","전북","全北","Jeollabuk-do","0","128","27","0","0","8.53","5075","2020년 10월 17일 00시","null"
2020-10-17,"7","503","충남","忠南","Chungcheongnam-do","2","468","28","2","0","23.70","5074","2020년 10월 17일 00시","null"
2020-10-17,"1","180","충북","忠北","Chungcheongbuk-do","0","160","19","0","0","11.25","5073","2020년 10월 17일 00시","null"
2020-10-17,"3","235","강원","江原","Gangwon-do","3","220","12","3","0","15.25","5072","2020년 10월 17일 00시","null"
2020-10-17,"86","4801","경기","京畿","Gyeonggi-do","32","4348","367","32","0","36.23","5071","2020년 10월 17일 00시","null"
2020-10-17,"0","78","세종","世宗","Sejong","0","75","3","0","0","22.79","5070","2020년 10월 17일 00시","null"
2020-10-17,"2","156","울산","蔚山","Ulsan","0","147","7","0","0","13.60","5069","2020년 10월 17일 00시","null"
2020-10-17,"5","415","대전","大田","Daejeon","0","357","53","0","0","28.15","5068","2020년 10월 17일 00시","null"
2020-10-17,"3","500","광주","光州","Gwangju","1","493","4","0","1","34.32","5067","2020년 10월 17일 00시","null"
2020-10-17,"8","993","인천","仁川","Incheon","2","912","73","1","1","33.59","5066","2020년 10월 17일 00시","null"
2020-10-17,"196","7142","대구","大邱","Daegu","1","6936","10","0","1","293.13","5065","2020년 10월 17일 00시","null"
2020-10-17,"6","552","부산","釜山","Busan","6","445","101","6","0","16.18","5064","2020년 10월 17일 00시","null"
2020-10-17,"68","5668","서울","首<U+5C14>","Seoul","18","5119","481","17","1","58.23","5063","2020년 10월 17일 00시","null"
2020-10-17,"443","25108","합계","合<U+8BA1>","Total","73","23258","1407","62","11","48.43","5062","2020년 10월 17일 00시","null"
2020-10-16,"0","1619","검역","隔離區","Lazaretto","3","1427","192","0","3","-","5061","2020년 10월 16일 00시","null"
2020-10-16,"0","59","제주","<U+6D4E>州","Jeju","0","59","0","0","0","8.80","5060","2020년 10월 16일 00시","null"
2020-10-16,"0","297","경남","<U+5E86>南","Gyeongsangnam-do","0","287","10","0","0","8.84","5059","2020년 10월 16일 00시","null"
2020-10-16,"56","1571","경북","<U+5E86>北","Gyeongsangbuk-do","0","1504","11","0","0","59.00","5058","2020년 10월 16일 00시","null"
2020-10-16,"2","176","전남","全南","Jeollanam-do","0","166","8","0","0","9.44","5057","2020년 10월 16일 00시","null"
2020-10-16,"0","155","전북","全北","Jeollabuk-do","2","127","28","2","0","8.53","5056","2020년 10월 16일 00시","null"
2020-10-16,"6","501","충남","忠南","Chungcheongnam-do","1","466","29","1","0","23.60","5055","2020년 10월 16일 00시","null"
2020-10-16,"1","180","충북","忠北","Chungcheongbuk-do","0","159","20","0","0","11.25","5054","2020년 10월 16일 00시","null"
2020-10-16,"3","232","강원","江原","Gangwon-do","0","220","9","0","0","15.06","5053","2020년 10월 16일 00시","null"
2020-10-16,"86","4769","경기","京畿","Gyeonggi-do","17","4327","356","15","2","35.99","5052","2020년 10월 16일 00시","null"
2020-10-16,"0","78","세종","世宗","Sejong","0","74","4","0","0","22.79","5051","2020년 10월 16일 00시","null"
2020-10-16,"2","156","울산","蔚山","Ulsan","0","146","8","0","0","13.60","5050","2020년 10월 16일 00시","null"
2020-10-16,"5","415","대전","大田","Daejeon","2","354","56","2","0","28.15","5049","2020년 10월 16일 00시","null"
2020-10-16,"3","499","광주","光州","Gwangju","0","493","3","0","0","34.26","5048","2020년 10월 16일 00시","null"
2020-10-16,"8","991","인천","仁川","Incheon","4","908","75","4","0","33.52","5047","2020년 10월 16일 00시","null"
2020-10-16,"196","7141","대구","大邱","Daegu","0","6935","10","0","0","293.09","5046","2020년 10월 16일 00시","null"
2020-10-16,"6","546","부산","釜山","Busan","0","437","103","0","0","16.00","5045","2020년 10월 16일 00시","null"
2020-10-16,"67","5650","서울","首<U+5C14>","Seoul","18","5091","492","17","1","58.05","5044","2020년 10월 16일 00시","null"
2020-10-16,"441","25035","합계","合<U+8BA1>","Total","47","23180","1414","41","6","48.29","5043","2020년 10월 16일 00시","null"
2020-10-15,"0","1616","검역","隔離區","Lazaretto","6","1424","192","0","6","-","5042","2020년 10월 15일 00시","null"
2020-10-15,"0","59","제주","<U+6D4E>州","Jeju","0","59","0","0","0","8.80","5041","2020년 10월 15일 00시","null"
2020-10-15,"0","297","경남","<U+5E86>南","Gyeongsangnam-do","0","286","11","0","0","8.84","5040","2020년 10월 15일 00시","null"
2020-10-15,"56","1571","경북","<U+5E86>北","Gyeongsangbuk-do","1","1497","18","0","1","59.00","5039","2020년 10월 15일 00시","null"
2020-10-15,"2","176","전남","全南","Jeollanam-do","0","166","8","0","0","9.44","5038","2020년 10월 15일 00시","null"
2020-10-15,"0","153","전북","全北","Jeollabuk-do","1","123","30","0","1","8.42","5037","2020년 10월 15일 00시","null"
2020-10-15,"6","500","충남","忠南","Chungcheongnam-do","0","464","30","0","0","23.56","5036","2020년 10월 15일 00시","null"
2020-10-15,"1","180","충북","忠北","Chungcheongbuk-do","1","157","22","0","1","11.25","5035","2020년 10월 15일 00시","null"
2020-10-15,"3","232","강원","江原","Gangwon-do","1","220","9","1","0","15.06","5034","2020년 10월 15일 00시","null"
2020-10-15,"86","4752","경기","京畿","Gyeonggi-do","8","4299","367","6","2","35.86","5033","2020년 10월 15일 00시","null"
2020-10-15,"0","78","세종","世宗","Sejong","0","74","4","0","0","22.79","5032","2020년 10월 15일 00시","null"
2020-10-15,"2","156","울산","蔚山","Ulsan","0","145","9","0","0","13.60","5031","2020년 10월 15일 00시","null"
2020-10-15,"5","413","대전","大田","Daejeon","1","354","54","1","0","28.02","5030","2020년 10월 15일 00시","null"
2020-10-15,"3","499","광주","光州","Gwangju","0","493","3","0","0","34.26","5029","2020년 10월 15일 00시","null"
2020-10-15,"8","987","인천","仁川","Incheon","11","904","75","11","0","33.39","5028","2020년 10월 15일 00시","null"
2020-10-15,"196","7141","대구","大邱","Daegu","0","6934","11","0","0","293.09","5027","2020년 10월 15일 00시","null"
2020-10-15,"5","546","부산","釜山","Busan","55","428","113","54","1","16.00","5026","2020년 10월 15일 00시","null"
2020-10-15,"66","5632","서울","首<U+5C14>","Seoul","25","5055","511","22","3","57.86","5025","2020년 10월 15일 00시","null"
2020-10-15,"439","24988","합계","合<U+8BA1>","Total","110","23082","1467","95","15","48.20","5024","2020년 10월 15일 00시","null"
2020-10-14,"0","1621","검역","隔離區","Lazaretto","14","1422","199","0","14","-","5023","2020년 10월 14일 00시","null"
2020-10-14,"0","59","제주","<U+6D4E>州","Jeju","0","59","0","0","0","8.80","5022","2020년 10월 14일 00시","null"
2020-10-14,"0","297","경남","<U+5E86>南","Gyeongsangnam-do","0","286","11","0","0","8.84","5021","2020년 10월 14일 00시","null"
2020-10-14,"56","1570","경북","<U+5E86>北","Gyeongsangbuk-do","0","1490","24","0","0","58.97","5020","2020년 10월 14일 00시","null"
2020-10-14,"2","176","전남","全南","Jeollanam-do","0","166","8","0","0","9.44","5019","2020년 10월 14일 00시","null"
2020-10-14,"0","152","전북","全北","Jeollabuk-do","0","123","29","0","0","8.36","5018","2020년 10월 14일 00시","null"
2020-10-14,"6","500","충남","忠南","Chungcheongnam-do","1","458","36","1","0","23.56","5017","2020년 10월 14일 00시","null"
2020-10-14,"1","179","충북","忠北","Chungcheongbuk-do","0","157","21","0","0","11.19","5016","2020년 10월 14일 00시","null"
2020-10-14,"3","231","강원","江原","Gangwon-do","0","220","8","0","0","14.99","5015","2020년 10월 14일 00시","null"
2020-10-14,"86","4744","경기","京畿","Gyeonggi-do","31","4277","381","15","16","35.80","5014","2020년 10월 14일 00시","null"
2020-10-14,"0","78","세종","世宗","Sejong","0","74","4","0","0","22.79","5013","2020년 10월 14일 00시","null"
2020-10-14,"2","156","울산","蔚山","Ulsan","1","144","10","0","1","13.60","5012","2020년 10월 14일 00시","null"
2020-10-14,"5","412","대전","大田","Daejeon","4","354","53","4","0","27.95","5011","2020년 10월 14일 00시","null"
2020-10-14,"3","499","광주","光州","Gwangju","0","493","3","0","0","34.26","5010","2020년 10월 14일 00시","null"
2020-10-14,"8","976","인천","仁川","Incheon","8","901","67","8","0","33.02","5009","2020년 10월 14일 00시","null"
2020-10-14,"196","7141","대구","大邱","Daegu","0","6933","12","0","0","293.09","5008","2020년 10월 14일 00시","null"
2020-10-14,"4","491","부산","釜山","Busan","2","423","64","2","0","14.39","5007","2020년 10월 14일 00시","null"
